"id","Name","City","Country","IATA","ICAO","Latitude","Longitude","Altitude","Timezone","DST","Tz"
"1958","Alexanderchester Airport","Alexanderchester","Sudan","IVM","NRLV","35.204808","-136.201250","111","America/Caracas","A","America/St_Lucia"
"1959","Tuckerfurt Airport","Tuckerfurt","Guinea","QTW","HOFS","-52.039982","-74.534084","23","America/Jamaica","Z","Africa/Ndjamena"
"1960","Lake Morganburgh Airport","Lake Morganburgh","Zimbabwe","ECV","HWPB","-60.2298815","174.691574","849","Africa/Lagos","Z","Pacific/Apia"
"1961","Cortezburgh Airport","Cortezburgh","Ireland","XPF","CIPL","-72.740362","54.433318","568","Europe/Skopje","E","Africa/Lusaka"
"1962","Rileyberg Airport","Rileyberg","Morocco","SBI","VLUK","73.508000","50.639927","659","Europe/Vatican","A","Asia/Jerusalem"
"1963","North Paige Airport","North Paige","Tanzania","NEU","BGMN","-60.455909","62.934761","762","Africa/Niamey","Z","America/Guatemala"
"1964","Tammymouth Airport","Tammymouth","Solomon Islands","IYB","DZFS","1.0084525","-137.159933","769","Asia/Brunei","O","Asia/Jerusalem"
"1965","Port Maurice Airport","Port Maurice","Sudan","WOA","NIGA","-12.015006","94.112714","306","Asia/Aden","O","Africa/Blantyre"
"1966","New Zoe Airport","New Zoe","Iraq","VTF","OLKL","79.5989805","12.748254","212","Pacific/Efate","N","Africa/Ndjamena"
"1967","Sabrinaberg Airport","Sabrinaberg","Azerbaijan","IQN","HSOZ","76.436445","-157.630133","815","Africa/Bangui","S","Europe/London"
"1968","Jacquelineview Airport","Jacquelineview","Argentina","NLM","JGDL","71.424295","9.889949","512","Europe/Malta","E","Europe/Rome"
"1969","Lake Sabrinatown Airport","Lake Sabrinatown","South Africa","BWS","CWPP","-8.8901265","132.320287","723","America/Bogota","N","America/Havana"
"1970","South Justin Airport","South Justin","Slovenia","SNK","SOTG","-60.889279","-93.404732","342","America/Havana","N","Australia/Currie"
"1971","Donnahaven Airport","Donnahaven","Benin","IGA","JNDK","6.5140455","-151.617731","820","Africa/Gaborone","O","Africa/Mogadishu"
"1972","Garyside Airport","Garyside","Nepal","AJG","LPLV","-60.069691","-78.196306","482","Europe/Tirane","S","Europe/Berlin"
"1973","Joeburgh Airport","Joeburgh","Saint Barthelemy","BVG","KLZM","67.837134","32.798986","532","Pacific/Majuro","U","Africa/Mogadishu"
"1974","Lake Hector Airport","Lake Hector","North Macedonia","MJK","BICK","42.4357635","9.677624","535","America/Antigua","U","Africa/Niamey"
"1975","Shawmouth Airport","Shawmouth","Albania","VMY","OXIA","33.000519","8.695689","340","Asia/Dushanbe","N","Asia/Kuwait"
"1976","Huffshire Airport","Huffshire","Swaziland","ZZI","KFFH","-85.609145","-124.087132","909","Africa/Dakar","Z","Africa/Lagos"
"1977","Kevinhaven Airport","Kevinhaven","Brunei Darussalam","RHV","QUEO","7.0428625","-120.250884","29","Pacific/Palau","N","America/Maceio"
"1978","Fullerchester Airport","Fullerchester","Taiwan","IFC","EGDF","29.6183895","-64.442957","96","Asia/Irkutsk","S","Asia/Kuala_Lumpur"
"1979","East John Airport","East John","Saint Helena","EOT","CWJZ","-76.674531","-156.868114","909","Africa/Porto-Novo","Z","America/Montevideo"
"1980","Lake Shawn Airport","Lake Shawn","Benin","WRS","IOCT","-22.8479985","65.039283","424","Europe/Vienna","Z","Europe/Budapest"
"1981","Shawport Airport","Shawport","Angola","RKN","IWTD","22.7448275","164.777363","321","Africa/Dar_es_Salaam","A","America/Lima"
"1982","North Alfredport Airport","North Alfredport","Bouvet Island (Bouvetoya)","JIJ","WKBW","-14.857033","-7.979875","991","Africa/Windhoek","N","Indian/Antananarivo"
"1983","Lake Stephanie Airport","Lake Stephanie","Spain","FUN","RMRL","-54.854703","93.234313","725","Europe/Rome","E","Africa/Addis_Ababa"
"1984","Lake Patricia Airport","Lake Patricia","Liberia","CBL","XLMA","-29.6830925","148.940947","324","Asia/Amman","U","America/La_Paz"
"1985","Bradfordfurt Airport","Bradfordfurt","Panama","NTO","YYQY","76.0770835","135.115040","492","Pacific/Funafuti","U","America/Recife"
"1986","South John Airport","South John","Aruba","PKH","NHFZ","-1.176258","55.024764","694","Asia/Pontianak","E","Africa/Windhoek"
"1987","North Edward Airport","North Edward","Russian Federation","UWN","CEJK","-74.1070695","-142.647421","639","Asia/Aden","Z","Europe/Stockholm"
"1988","West Christian Airport","West Christian","Bahrain","SSS","PPJP","86.3287185","48.444652","572","America/Panama","A","America/Caracas"
"1989","South Michael Airport","South Michael","Namibia","WWS","PXIN","-28.028560","-14.066676","541","Pacific/Funafuti","U","America/Tegucigalpa"
"1990","Amyburgh Airport","Amyburgh","Cape Verde","RXJ","WQUD","-39.120593","175.907097","384","Africa/Niamey","E","Africa/Nouakchott"
"1991","Barnesburgh Airport","Barnesburgh","Mongolia","TSX","PKQM","-69.612556","-132.700319","856","America/Tegucigalpa","U","Europe/Tallinn"
"1992","East Johnburgh Airport","East Johnburgh","Burundi","CKW","XMDF","-62.807060","146.204594","734","Asia/Dhaka","N","America/Santiago"
"1993","Chenport Airport","Chenport","Lebanon","HIT","VDPZ","-74.499457","76.868151","337","Europe/Prague","U","Asia/Calcutta"
"1994","New Austinstad Airport","New Austinstad","Congo","TKQ","EMDP","66.8673965","-72.008158","479","Asia/Saigon","U","Europe/Ljubljana"
"1995","Scottbury Airport","Scottbury","India","MSI","PPIU","-14.825677","154.499782","152","Africa/Lusaka","E","Asia/Kabul"
"1996","South Leah Airport","South Leah","Marshall Islands","LWY","MTAF","21.801050","87.824519","402","Indian/Mauritius","U","Africa/Ouagadougou"
"1997","Lake Joseborough Airport","Lake Joseborough","Romania","END","PYRB","72.0439635","93.640001","944","Asia/Ashgabat","O","Africa/Kampala"
"1998","Wrighthaven Airport","Wrighthaven","Israel","HFU","AUOC","-12.4572395","-66.524150","761","Africa/Casablanca","U","Asia/Dushanbe"
"1999","South Catherine Airport","South Catherine","Heard Island and McDonald Islands","FZO","AAYG","88.623377","-111.902697","452","America/Asuncion","S","Pacific/Truk"
"2000","Erichaven Airport","Erichaven","Iraq","LVJ","LEPV","47.144168","-111.310806","427","Asia/Singapore","O","Asia/Taipei"
"2001","Romerochester Airport","Romerochester","Netherlands Antilles","GTT","CZJJ","54.103214","32.393208","150","Europe/Andorra","N","Europe/Malta"
"2002","West Benjamin Airport","West Benjamin","Namibia","WHC","JMXX","64.1857285","-106.921299","838","Pacific/Majuro","O","Africa/Gaborone"
"2003","Wrightshire Airport","Wrightshire","Tanzania","QHE","HDTH","-69.967575","-129.080894","294","Asia/Yerevan","Z","America/Grenada"
"2004","New Danahaven Airport","New Danahaven","Cuba","UYF","DFRY","-40.963045","175.443545","844","Europe/Bucharest","S","America/El_Salvador"
"2005","Lake Jose Airport","Lake Jose","Ireland","ADM","RHBQ","63.9507585","-73.561467","504","Pacific/Palau","Z","Pacific/Nauru"
"2006","Merrittshire Airport","Merrittshire","Colombia","CQB","DMYS","-85.9597035","-39.462972","468","Asia/Aden","O","Europe/Andorra"
"2007","Russellview Airport","Russellview","Saint Pierre and Miquelon","FJD","HSCJ","-0.073031","-111.724055","943","Asia/Kabul","S","Indian/Comoro"
"2008","East Michaelmouth Airport","East Michaelmouth","Panama","IXL","IDZD","-37.5832105","50.712643","288","Europe/Chisinau","A","America/Nassau"
"2009","New David Airport","New David","Lao People's Democratic Republic","EAI","TDCH","67.043363","-157.596652","758","Europe/Zagreb","N","Europe/Kaliningrad"
"2010","North Joseph Airport","North Joseph","Bahamas","QNK","QQTZ","25.4627265","121.631265","911","America/Sao_Paulo","U","Africa/Lome"
"2011","Tonymouth Airport","Tonymouth","Senegal","VCN","CZCV","11.6026225","-49.763286","137","Africa/Nairobi","A","Africa/Abidjan"
"2012","New Stephen Airport","New Stephen","Bulgaria","RYL","BMFT","-40.886919","52.256343","758","Africa/Abidjan","Z","America/Tegucigalpa"
"2013","Martinezmouth Airport","Martinezmouth","Finland","PMV","JXMW","-21.336280","21.252791","631","America/Tegucigalpa","A","Pacific/Kwajalein"
"2014","Erinchester Airport","Erinchester","Palestinian Territory","AFR","BJOP","-60.8563015","-117.615702","519","Asia/Taipei","E","Africa/Johannesburg"
"2015","Raymondview Airport","Raymondview","Anguilla","DOQ","NZNR","6.434583","141.317629","342","America/Barbados","S","Asia/Baghdad"
"2016","Ballmouth Airport","Ballmouth","Bahamas","YFZ","LLMD","87.447287","125.707986","246","America/St_Lucia","N","Europe/Bratislava"
"2017","Lindastad Airport","Lindastad","United States Virgin Islands","QZY","KCCF","-67.4951155","83.253244","570","Africa/Algiers","O","Africa/Libreville"
"2018","Foxmouth Airport","Foxmouth","Reunion","ZPY","GPXD","36.987374","-5.600992","721","Asia/Pyongyang","E","Asia/Kashgar"
"2019","Mendozaburgh Airport","Mendozaburgh","French Southern Territories","LAP","EGLH","74.618732","-26.475855","779","America/Belize","A","Pacific/Apia"
"2020","East Tracy Airport","East Tracy","Chad","YMU","QODH","86.6573925","-171.104048","8","Europe/Vienna","U","Asia/Damascus"
"2021","West Nicholas Airport","West Nicholas","Iceland","NHJ","EOCP","-25.5301245","19.664829","596","America/Kentucky/Louisville","A","Europe/Ljubljana"
"2022","East Debbie Airport","East Debbie","Cote d'Ivoire","JJM","KELZ","78.510620","107.363055","346","Asia/Yerevan","S","Africa/Casablanca"
"2023","Paulton Airport","Paulton","Holy See (Vatican City State)","TKC","WGPO","-58.274824","136.443516","104","Pacific/Guadalcanal","N","Asia/Manila"
"2024","Cheyennemouth Airport","Cheyennemouth","Norway","LJE","HUPT","30.933580","-158.190623","589","Africa/Harare","S","America/Caracas"
"2025","Sabrinafort Airport","Sabrinafort","Kenya","KGX","LBGR","15.3225635","107.849707","400","America/Vancouver","O","Pacific/Palau"
"2026","West Donnafort Airport","West Donnafort","Azerbaijan","JFR","PSYA","-47.965517","-56.760552","786","Africa/Djibouti","O","Pacific/Funafuti"
"2027","Lake Nicoleport Airport","Lake Nicoleport","Cook Islands","YQU","ZRIQ","84.963316","167.320499","159","Africa/Blantyre","A","Europe/Berlin"
"2028","Lake Michaelhaven Airport","Lake Michaelhaven","Malawi","DPN","YYXQ","47.094551","-49.814038","672","America/Guatemala","E","Europe/Warsaw"
"2029","West Richardville Airport","West Richardville","Bahamas","GIT","YPNS","10.7194775","-89.722527","28","Africa/Brazzaville","Z","Africa/Brazzaville"
"2030","Gonzalezview Airport","Gonzalezview","Pitcairn Islands","BTB","NWKX","4.584440","152.143353","197","America/Havana","O","Europe/Oslo"
"2031","North Tony Airport","North Tony","Poland","HSV","NHQZ","-31.952045","-96.072697","967","Pacific/Nauru","S","Europe/Skopje"
"2032","Hannahville Airport","Hannahville","Comoros","YEM","SDBI","-27.1780105","-41.104545","285","Asia/Samarkand","N","Africa/Maputo"
"2033","New Michael Airport","New Michael","Liberia","KZC","QSZU","-6.685534","-156.317243","402","America/Guyana","O","Asia/Thimphu"
"2034","East Jacob Airport","East Jacob","Iceland","KIC","ZHFP","46.421050","53.782216","434","Africa/Accra","U","Africa/Maputo"
"2035","South Bryce Airport","South Bryce","Norfolk Island","CLS","MMJR","21.095419","126.175287","546","Africa/Banjul","E","Africa/Niamey"
"2036","Dustinville Airport","Dustinville","Kenya","LCA","HKKL","-3.0133395","-96.810088","563","America/Nassau","N","Asia/Baku"
"2037","North Austin Airport","North Austin","Mauritania","ZIC","PKNI","45.5094425","-169.139502","412","Africa/Khartoum","N","Asia/Damascus"
"2038","Lake Jeanetteside Airport","Lake Jeanetteside","Kyrgyz Republic","EON","EWIW","84.582855","179.812586","316","Pacific/Chatham","Z","Asia/Baghdad"
"2039","East Chad Airport","East Chad","British Indian Ocean Territory (Chagos Archipelago)","OCD","SOPI","74.244115","44.869674","507","Asia/Kuwait","U","Indian/Mauritius"
"2040","Port Stephaniechester Airport","Port Stephaniechester","India","DFP","SSZC","-9.1173135","144.170636","339","Africa/Casablanca","S","Europe/Prague"
"2041","West Cheyenne Airport","West Cheyenne","Svalbard & Jan Mayen Islands","BHD","FROA","21.646659","101.467562","961","Asia/Yerevan","U","Africa/Mogadishu"
"2042","West Katherineland Airport","West Katherineland","Argentina","TMW","PWWJ","-85.340037","31.724578","35","Asia/Pyongyang","O","Africa/Casablanca"
"2043","Paulchester Airport","Paulchester","Israel","WSJ","SJUB","-49.1270595","-27.821757","402","Pacific/Efate","U","Africa/Blantyre"
"2044","Roseview Airport","Roseview","Bangladesh","UZX","PICL","34.124740","155.275454","909","Asia/Nicosia","A","Asia/Ashgabat"
"2045","Jonesberg Airport","Jonesberg","Sri Lanka","JYC","OQRQ","2.4851255","115.095200","144","Asia/Qatar","A","America/Detroit"
"2046","Garciaview Airport","Garciaview","Western Sahara","IHH","ARWB","-64.352796","-151.645453","926","Europe/Zurich","E","Africa/Casablanca"
"2047","Lake Kathleenchester Airport","Lake Kathleenchester","Jordan","QEZ","DVPH","-40.768953","-91.164327","374","Asia/Bishkek","S","Asia/Jerusalem"
"2048","Lake Mark Airport","Lake Mark","France","TTB","BGHG","-20.543194","114.598220","540","Africa/Johannesburg","A","Europe/Sofia"
"2049","Lake Lisa Airport","Lake Lisa","Benin","QYH","JEXH","57.7379015","134.581981","872","Asia/Qatar","N","Asia/Saigon"
"2050","Ronaldshire Airport","Ronaldshire","Saint Martin","IAG","EPGT","-49.3831915","68.844245","345","Asia/Singapore","A","Europe/Berlin"
"2051","Elizabethbury Airport","Elizabethbury","Montenegro","ZCY","MRIG","-43.239008","131.571113","113","Asia/Colombo","S","Europe/Prague"
"2052","Katherinemouth Airport","Katherinemouth","Tuvalu","FKR","RHAZ","-63.1905855","76.938861","98","Pacific/Palau","Z","Africa/Malabo"
"2053","Eatonview Airport","Eatonview","Gabon","GON","UKBM","26.1269255","-94.241089","203","America/Port_of_Spain","Z","America/Havana"
"2054","Jeffreymouth Airport","Jeffreymouth","Jordan","EAC","NAUO","-85.6960745","-35.030595","128","Africa/Djibouti","S","America/Antigua"
"2055","Destinystad Airport","Destinystad","Iceland","FRO","NPHF","71.706672","1.356657","721","Asia/Beirut","N","America/Indiana/Indianapolis"
"2056","North Sherryfort Airport","North Sherryfort","Colombia","PGH","PQAW","78.0766485","71.917083","29","Europe/Belgrade","Z","Indian/Mahe"
"2057","West Ebonymouth Airport","West Ebonymouth","Burkina Faso","ZIX","HPRH","-16.6410995","27.053254","894","Asia/Aqtobe","Z","Africa/Johannesburg"
"2058","Adammouth Airport","Adammouth","Italy","MNA","RCNH","54.5318865","52.162956","516","Africa/Casablanca","S","Africa/Sao_Tome"
"2059","Mitchelltown Airport","Mitchelltown","Australia","RDW","NCUW","1.0343775","163.495386","309","America/Fortaleza","U","America/Barbados"
"2060","North Michael Airport","North Michael","Lao People's Democratic Republic","ZOT","MEZU","78.612349","-23.632430","624","Asia/Seoul","E","Africa/Gaborone"
"2061","Williamsborough Airport","Williamsborough","Kazakhstan","MNZ","MXLD","32.025773","-91.290776","881","Asia/Almaty","A","Asia/Saigon"
"2062","Lake Danielville Airport","Lake Danielville","Holy See (Vatican City State)","QPO","PBIL","54.0796735","48.071544","484","Asia/Riyadh","A","America/St_Lucia"
"2063","Brianside Airport","Brianside","Lesotho","HMX","WZVB","6.0989125","-115.681134","514","Asia/Calcutta","O","Europe/Sofia"
"2064","Robertofurt Airport","Robertofurt","Cambodia","STJ","MQOA","18.0090435","-68.961738","334","Europe/Podgorica","U","America/St_Lucia"
"2065","Lake Renee Airport","Lake Renee","Singapore","VXL","SNZD","46.589305","-164.823130","583","Africa/Ceuta","E","Europe/Oslo"
"2066","Grayton Airport","Grayton","Thailand","WTT","WRFY","76.687119","3.782852","903","Asia/Bahrain","A","America/Montevideo"
"2067","Port Audrey Airport","Port Audrey","Tonga","WYF","AGQE","-35.7626785","90.084567","618","America/Nassau","U","Europe/Vienna"
"2068","Colemanburgh Airport","Colemanburgh","Benin","EIQ","HESM","87.802918","-69.155976","898","Europe/Andorra","U","Asia/Tokyo"
"2069","New Jeremybury Airport","New Jeremybury","Jamaica","CCB","KHEY","-74.851191","-97.913594","488","America/St_Lucia","Z","Pacific/Port_Moresby"
"2070","Keyhaven Airport","Keyhaven","Kenya","RSY","BEJP","34.896483","178.981496","750","Africa/Bangui","E","Africa/Ouagadougou"
"2071","Jacquelineburgh Airport","Jacquelineburgh","Comoros","HTI","UDNW","-79.2578565","158.723011","449","Europe/Tirane","O","Asia/Tehran"
"2072","Port Lindafort Airport","Port Lindafort","French Southern Territories","GWX","QUZC","42.744952","73.350767","255","Asia/Rangoon","U","Pacific/Nauru"
"2073","Jennifermouth Airport","Jennifermouth","Montenegro","VPY","RVUN","-66.9256665","-178.399429","236","Asia/Dhaka","O","Europe/Skopje"
"2074","Bennettbury Airport","Bennettbury","Tunisia","TBF","VNSN","-80.306437","52.055625","739","Pacific/Nauru","A","Europe/Belgrade"
"2075","Crystalmouth Airport","Crystalmouth","Turks and Caicos Islands","YAG","GORO","4.5546425","54.625558","318","Africa/Maseru","E","Africa/Freetown"
"2076","Howardstad Airport","Howardstad","Monaco","TMP","VKTF","-84.159457","33.947319","903","Asia/Kuching","A","America/Guatemala"
"2077","Elizabethchester Airport","Elizabethchester","El Salvador","ZFY","ACAG","15.3401965","28.904327","539","Europe/Dublin","E","Europe/Volgograd"
"2078","East Ricky Airport","East Ricky","United Kingdom","WDP","JZXT","27.162116","149.017380","48","Africa/Porto-Novo","Z","America/Paramaribo"
"2079","Shannonmouth Airport","Shannonmouth","Malaysia","OAK","PPLL","85.7514255","-16.840664","871","Europe/Podgorica","S","Asia/Thimphu"
"2080","North Nicole Airport","North Nicole","New Caledonia","RVO","PWFJ","-24.1620785","65.650997","983","Pacific/Auckland","S","Africa/Ouagadougou"
"2081","Walltown Airport","Walltown","Turks and Caicos Islands","OYE","TZXY","5.6694005","-71.153795","575","Asia/Baghdad","A","Asia/Taipei"
"2082","Lake Kristiside Airport","Lake Kristiside","New Caledonia","FXN","KSVF","80.285229","76.543772","2","Asia/Tbilisi","O","America/Paramaribo"
"2083","Sanchezview Airport","Sanchezview","Chad","HIQ","FRDX","16.683399","-140.267967","347","Africa/Cairo","A","Asia/Chongqing"
"2084","New Nathanielhaven Airport","New Nathanielhaven","Haiti","NGR","OYNU","-25.7393915","171.329537","738","Europe/Andorra","O","Asia/Brunei"
"2085","West David Airport","West David","Afghanistan","KSO","OEHH","-23.3766275","157.849239","267","Europe/Lisbon","N","Asia/Baghdad"
"2086","Anthonyport Airport","Anthonyport","United Arab Emirates","TDO","HEEO","66.5898025","152.089872","489","Africa/Mogadishu","A","Africa/Djibouti"
"2087","Port Christineside Airport","Port Christineside","Saudi Arabia","TDY","DUCT","-57.7881775","-175.175064","382","Atlantic/Reykjavik","Z","Africa/Accra"
"2088","Colonfort Airport","Colonfort","Costa Rica","EZL","JUGF","23.9248585","83.247747","868","Africa/Sao_Tome","S","Asia/Calcutta"
"2089","West Carlaborough Airport","West Carlaborough","United States of America","EXJ","VWVK","-16.5240475","-58.189087","743","Asia/Bangkok","U","America/Argentina/Buenos_Aires"
"2090","Port Julie Airport","Port Julie","Slovenia","RIE","VSUX","-65.208300","31.355281","268","Indian/Antananarivo","N","Asia/Tbilisi"
"2091","Lake Lisatown Airport","Lake Lisatown","Macao","RCJ","EDXS","-42.432701","-84.717217","47","Pacific/Galapagos","S","Asia/Amman"
"2092","New Katherine Airport","New Katherine","Solomon Islands","MHM","BCTA","55.651637","-102.484736","671","Asia/Rangoon","Z","America/Managua"
"2093","South Alicia Airport","South Alicia","Sri Lanka","XVA","UGGP","50.314719","-144.402746","165","Asia/Riyadh","U","Europe/Tirane"
"2094","Johnborough Airport","Johnborough","Georgia","NVC","CQSG","43.9955115","-162.057015","229","Asia/Amman","S","Africa/Nouakchott"
"2095","Willieton Airport","Willieton","Guam","EKA","VFND","26.130651","121.996271","797","Africa/Tripoli","N","Asia/Urumqi"
"2096","North Joshua Airport","North Joshua","Liberia","QGV","IGLP","77.743143","23.068290","609","Asia/Muscat","N","Asia/Calcutta"
"2097","Coxland Airport","Coxland","Antigua and Barbuda","BNP","IKZK","26.0919175","75.933115","429","Africa/Mbabane","N","Asia/Saigon"
"2098","North Michellemouth Airport","North Michellemouth","Andorra","WXK","MCZZ","38.722458","70.149048","250","Europe/Helsinki","O","Europe/Vienna"
"2099","Roweshire Airport","Roweshire","Saint Barthelemy","TYW","ZUGA","5.9500165","-46.518624","263","Africa/Conakry","N","America/Santo_Domingo"
"2100","Welchland Airport","Welchland","Belgium","ACY","AUBJ","-10.2017625","111.066617","834","America/Costa_Rica","E","Asia/Kuwait"
"2101","Jenningsville Airport","Jenningsville","Gabon","RGY","USJO","-9.2324015","-18.751411","680","Europe/Riga","N","America/Grenada"
"2102","Leeside Airport","Leeside","India","PYP","SHSW","-18.383440","155.854540","390","Atlantic/Canary","O","Africa/Banjul"
"2103","Skinnertown Airport","Skinnertown","Paraguay","BJY","GSEH","33.077006","-13.502813","102","Europe/Tirane","U","America/Barbados"
"2104","New Maryhaven Airport","New Maryhaven","Equatorial Guinea","ULW","IRKL","37.7428265","43.355046","545","America/Grenada","A","America/El_Salvador"
"2105","Lake Sean Airport","Lake Sean","Guatemala","GII","JXXW","-84.5626335","108.967407","769","Africa/Bujumbura","U","America/Grenada"
"2106","Belindatown Airport","Belindatown","Aruba","ZWK","DJPP","82.6098985","112.775426","508","Africa/Lagos","E","Asia/Taipei"
"2107","South William Airport","South William","Portugal","CMP","BEJC","33.482835","-153.109814","942","America/Dominica","Z","Asia/Karachi"
"2108","Carterport Airport","Carterport","Saint Barthelemy","DPL","HOJJ","4.4056115","167.554810","896","Europe/Andorra","Z","Asia/Baku"
"2109","North David Airport","North David","Namibia","JGK","AMUQ","-11.995814","131.817336","940","America/Guatemala","U","America/Guatemala"
"2110","West Michaelview Airport","West Michaelview","Pitcairn Islands","FYG","DEMN","-28.1745065","-152.399722","59","Africa/Bangui","O","Africa/Nouakchott"
"2111","East Williamchester Airport","East Williamchester","Burkina Faso","MQJ","ULYD","-5.998355","-61.861555","572","Asia/Dubai","U","Asia/Seoul"
"2112","Port Paul Airport","Port Paul","Uruguay","RPW","STBB","-14.0721615","-121.359639","108","Pacific/Tongatapu","E","Asia/Yerevan"
"2113","New Robin Airport","New Robin","Morocco","QJY","TVES","68.795439","176.032699","329","Asia/Krasnoyarsk","E","Pacific/Nauru"
"2114","West Mindyhaven Airport","West Mindyhaven","Reunion","PKI","ZMET","-56.6583585","-97.340157","982","Africa/Lubumbashi","S","Asia/Yerevan"
"2115","Carolynton Airport","Carolynton","Bangladesh","UAS","ICBP","30.618197","-40.238780","887","Africa/Bissau","U","America/North_Dakota/Center"
"2116","West Emilymouth Airport","West Emilymouth","Marshall Islands","WAO","NBEH","-52.6559475","-48.189300","255","America/Caracas","A","Africa/Lagos"
"2117","Port Amandatown Airport","Port Amandatown","Switzerland","BBB","JSJC","-60.552341","-55.322835","6","America/Jamaica","E","Europe/Vaduz"
"2118","Kingshire Airport","Kingshire","Ireland","OIT","EKLN","-24.9971875","143.598179","930","Africa/Bissau","S","Europe/Oslo"
"2119","Randyland Airport","Randyland","United States of America","JPW","NPNN","-77.984292","-5.004951","567","Asia/Singapore","E","Pacific/Funafuti"
"2120","Palmerview Airport","Palmerview","Guyana","KFD","FNQL","87.448323","104.776265","85","Europe/Bucharest","N","Indian/Mahe"
"2121","New Jamiehaven Airport","New Jamiehaven","Palestinian Territory","KSD","HKPI","-55.594720","-134.223257","147","Africa/Windhoek","S","America/Grenada"
"2122","New Scott Airport","New Scott","Saint Kitts and Nevis","PKC","TBSO","38.265634","-13.544277","352","Europe/Tirane","U","Africa/Maputo"
"2123","North Donnaberg Airport","North Donnaberg","Lao People's Democratic Republic","ZQV","EART","74.5523335","23.314332","761","America/Barbados","U","Europe/Oslo"
"2124","West George Airport","West George","Malta","JWD","AEQS","11.437846","-81.864242","781","Asia/Kuching","N","Indian/Mahe"
"2125","Davisburgh Airport","Davisburgh","Cyprus","IDB","TROR","86.0718275","-162.856808","512","Atlantic/Reykjavik","Z","Pacific/Efate"
"2126","West Kennethmouth Airport","West Kennethmouth","Antarctica (the territory South of 60 deg S)","FDF","JTFH","-47.001569","32.338425","435","Africa/Windhoek","S","Europe/Andorra"
"2127","North Jeremiahfort Airport","North Jeremiahfort","Kenya","FMJ","TVOH","56.778069","-59.501278","745","America/Guyana","Z","America/St_Vincent"
"2128","Jennifertown Airport","Jennifertown","Lithuania","FJK","QADO","35.184223","-152.718133","559","Europe/Zurich","A","America/Guatemala"
"2129","Paulfort Airport","Paulfort","Christmas Island","GLE","UVIG","-5.8474285","-54.382221","864","America/Panama","Z","Africa/Niamey"
"2130","West Kathleen Airport","West Kathleen","Iraq","CUY","TMZX","-54.6121715","-175.053271","458","Pacific/Palau","N","Africa/Nouakchott"
"2131","West Ericastad Airport","West Ericastad","Nauru","LTJ","ZAWD","60.693492","117.678334","34","America/Caracas","Z","Africa/Porto-Novo"
"2132","South Rickytown Airport","South Rickytown","Indonesia","UPD","DJYF","88.091887","41.360626","665","Europe/Belgrade","A","America/Tegucigalpa"
"2133","Kevinton Airport","Kevinton","Ghana","SEG","YUIU","-6.447373","29.625499","213","Asia/Dushanbe","E","Europe/San_Marino"
"2134","Johnsonstad Airport","Johnsonstad","Monaco","ULN","UART","80.904880","106.515510","629","Pacific/Kwajalein","A","Asia/Bahrain"
"2135","Lake Christianmouth Airport","Lake Christianmouth","Montserrat","ABM","YNUA","-56.567013","-128.082416","785","Asia/Dushanbe","N","Africa/Sao_Tome"
"2136","Port Karenmouth Airport","Port Karenmouth","British Indian Ocean Territory (Chagos Archipelago)","NCJ","OLGB","15.7878455","119.632452","5","Asia/Dushanbe","Z","Pacific/Port_Moresby"
"2137","West Royside Airport","West Royside","Cote d'Ivoire","RRY","SXZL","60.655391","-59.875374","978","Africa/Accra","U","Pacific/Nauru"
"2138","Lake Gregory Airport","Lake Gregory","Pakistan","XDL","WWQO","64.870801","33.489489","66","Europe/Skopje","Z","Asia/Jakarta"
"2139","Robersonport Airport","Robersonport","Belgium","HLZ","YUNE","-74.6376105","-179.243773","809","Pacific/Tongatapu","O","Africa/Bujumbura"
"2140","East Christian Airport","East Christian","Kazakhstan","OWG","XJNC","18.952449","-169.211854","710","America/Belize","S","Europe/Kyiv"
"2141","Lake Robert Airport","Lake Robert","Cote d'Ivoire","OZH","TTAA","47.129447","-14.082063","690","Pacific/Palau","Z","Africa/Kigali"
"2142","Ricetown Airport","Ricetown","Macao","RGE","QUHD","50.402272","-3.452854","304","Asia/Samarkand","Z","Africa/Addis_Ababa"
"2143","New Kathryn Airport","New Kathryn","Djibouti","PWR","ACDU","69.2601205","67.460460","382","America/Regina","N","America/Paramaribo"
"2144","Howardland Airport","Howardland","Norway","XOL","ITKW","-22.0216865","91.628598","625","Asia/Aqtau","Z","Europe/Chisinau"
"2145","Millerside Airport","Millerside","Guernsey","RHZ","OIGG","-58.150734","41.225773","96","Pacific/Kwajalein","O","Africa/Algiers"
"2146","Bethanychester Airport","Bethanychester","Iceland","CMV","BJBO","-65.3013815","174.234384","929","America/Tegucigalpa","Z","Europe/Simferopol"
"2147","Lake Justinfort Airport","Lake Justinfort","Monaco","BZM","RRDU","51.099437","-82.608883","500","Africa/Nairobi","U","Asia/Yerevan"
"2148","West Karenfurt Airport","West Karenfurt","Ukraine","TIJ","VAJK","-33.8629175","86.700738","557","Africa/Dar_es_Salaam","Z","America/Chihuahua"
"2149","Port Jessica Airport","Port Jessica","Singapore","EHC","UXSQ","15.7651365","-121.608905","876","Africa/Libreville","S","Asia/Beirut"
"2150","Mccoyville Airport","Mccoyville","United States Virgin Islands","FVL","GQXS","72.5126525","145.615639","374","Europe/London","U","America/Thunder_Bay"
