"id","start_id","start_vertex_type","end_id","end_vertex_type","distance"
"8154","1206","AirPort","2187","AirPort","253"
"8155","777","AirPort","532","AirPort","12186"
"8156","3195","AirPort","2110","AirPort","6598"
"8157","615","AirPort","1557","AirPort","7989"
"8158","1313","AirPort","2371","AirPort","696"
"8159","2400","AirPort","292","AirPort","6533"
"8160","607","AirPort","939","AirPort","4765"
"8161","1006","AirPort","3163","AirPort","10105"
"8162","2836","AirPort","2397","AirPort","3035"
"8163","4","AirPort","2256","AirPort","13976"
"8164","1641","AirPort","1600","AirPort","2026"
"8165","519","AirPort","2288","AirPort","9610"
"8166","1106","AirPort","2085","AirPort","12489"
"8167","2086","AirPort","3436","AirPort","138"
"8168","2014","AirPort","2055","AirPort","15813"
"8169","1153","AirPort","2494","AirPort","7796"
"8170","3324","AirPort","2632","AirPort","1331"
"8171","189","AirPort","4","AirPort","14227"
"8172","2814","AirPort","557","AirPort","5837"
"8173","2792","AirPort","3423","AirPort","14624"
"8174","1318","AirPort","1846","AirPort","8281"
"8175","194","AirPort","3336","AirPort","13193"
"8176","1715","AirPort","2648","AirPort","13443"
"8177","1254","AirPort","2850","AirPort","4478"
"8178","2848","AirPort","1893","AirPort","7838"
"8179","2840","AirPort","274","AirPort","10381"
"8180","1173","AirPort","1265","AirPort","9171"
"8181","690","AirPort","2439","AirPort","5605"
"8182","3320","AirPort","2498","AirPort","10943"
"8183","2972","AirPort","2269","AirPort","7516"
"8184","74","AirPort","1763","AirPort","1431"
"8185","2939","AirPort","2598","AirPort","12842"
"8186","1782","AirPort","39","AirPort","5025"
"8187","1617","AirPort","1894","AirPort","5715"
"8188","649","AirPort","1681","AirPort","662"
"8189","83","AirPort","2608","AirPort","4863"
"8190","3070","AirPort","2903","AirPort","13625"
"8191","2662","AirPort","3433","AirPort","6577"
"8192","2399","AirPort","3187","AirPort","14163"
"8193","2336","AirPort","3165","AirPort","6275"
"8194","3436","AirPort","1414","AirPort","4331"
"8195","648","AirPort","2609","AirPort","13550"
"8196","615","AirPort","3246","AirPort","491"
"8197","1696","AirPort","2269","AirPort","2434"
"8198","859","AirPort","2467","AirPort","14655"
"8199","1298","AirPort","619","AirPort","11650"
"8200","2526","AirPort","734","AirPort","14589"
"8201","2866","AirPort","195","AirPort","13820"
"8202","1000","AirPort","2211","AirPort","6520"
"8203","276","AirPort","768","AirPort","15790"
"8204","3253","AirPort","1585","AirPort","8338"
"8205","3312","AirPort","1707","AirPort","4285"
"8206","512","AirPort","2890","AirPort","11808"
"8207","1402","AirPort","1591","AirPort","440"
"8208","60","AirPort","3306","AirPort","4538"
"8209","2679","AirPort","3110","AirPort","3930"
"8210","1819","AirPort","2479","AirPort","14446"
"8211","3051","AirPort","3330","AirPort","5945"
"8212","1764","AirPort","577","AirPort","1395"
"8213","3289","AirPort","3266","AirPort","14918"
"8214","3120","AirPort","776","AirPort","11874"
"8215","2997","AirPort","2943","AirPort","4012"
"8216","1887","AirPort","1019","AirPort","12098"
"8217","1697","AirPort","3209","AirPort","6015"
"8218","1758","AirPort","3468","AirPort","12542"
"8219","1115","AirPort","2670","AirPort","9852"
"8220","1395","AirPort","3081","AirPort","13536"
"8221","674","AirPort","1420","AirPort","6688"
"8222","999","AirPort","813","AirPort","14508"
"8223","2625","AirPort","1779","AirPort","15345"
"8224","1818","AirPort","511","AirPort","6151"
"8225","1511","AirPort","793","AirPort","11665"
"8226","604","AirPort","1255","AirPort","11015"
"8227","294","AirPort","526","AirPort","13689"
"8228","2953","AirPort","528","AirPort","2618"
"8229","1039","AirPort","2835","AirPort","3270"
"8230","2876","AirPort","3020","AirPort","292"
"8231","1574","AirPort","3383","AirPort","4698"
"8232","3244","AirPort","2448","AirPort","7685"
"8233","1578","AirPort","1929","AirPort","1615"
"8234","2229","AirPort","123","AirPort","8331"
"8235","278","AirPort","708","AirPort","9399"
"8236","822","AirPort","2059","AirPort","2114"
"8237","2358","AirPort","688","AirPort","1220"
"8238","1235","AirPort","2343","AirPort","13626"
"8239","1104","AirPort","2316","AirPort","14939"
"8240","3160","AirPort","1213","AirPort","10220"
"8241","1825","AirPort","1236","AirPort","15890"
"8242","1135","AirPort","3165","AirPort","14094"
"8243","1728","AirPort","1356","AirPort","12188"
"8244","696","AirPort","3221","AirPort","10406"
"8245","2399","AirPort","1546","AirPort","2214"
"8246","1289","AirPort","1058","AirPort","1213"
"8247","1555","AirPort","3458","AirPort","7326"
"8248","3258","AirPort","1196","AirPort","935"
"8249","1144","AirPort","363","AirPort","2549"
"8250","2889","AirPort","1855","AirPort","13913"
"8251","1510","AirPort","1089","AirPort","5615"
"8252","214","AirPort","2677","AirPort","5323"
"8253","772","AirPort","196","AirPort","319"
"8254","3466","AirPort","1084","AirPort","5127"
"8255","976","AirPort","324","AirPort","5714"
"8256","776","AirPort","2813","AirPort","13227"
"8257","1253","AirPort","2290","AirPort","11350"
"8258","2275","AirPort","214","AirPort","13047"
"8259","315","AirPort","2127","AirPort","6867"
"8260","2074","AirPort","3313","AirPort","1398"
"8261","3007","AirPort","2896","AirPort","6139"
"8262","786","AirPort","3372","AirPort","177"
"8263","1120","AirPort","2773","AirPort","14112"
"8264","2074","AirPort","1055","AirPort","10971"
"8265","337","AirPort","3463","AirPort","12791"
"8266","2254","AirPort","3141","AirPort","10839"
"8267","2693","AirPort","2728","AirPort","7242"
"8268","2608","AirPort","1178","AirPort","8707"
"8269","3189","AirPort","1570","AirPort","14377"
"8270","865","AirPort","3357","AirPort","10724"
"8271","1650","AirPort","1440","AirPort","4572"
"8272","2704","AirPort","708","AirPort","1128"
"8273","2148","AirPort","3233","AirPort","4211"
"8274","375","AirPort","777","AirPort","13253"
"8275","2684","AirPort","349","AirPort","11560"
"8276","1887","AirPort","2216","AirPort","8726"
"8277","2224","AirPort","917","AirPort","940"
"8278","2382","AirPort","3488","AirPort","15923"
"8279","1378","AirPort","1709","AirPort","593"
"8280","691","AirPort","3455","AirPort","15373"
"8281","1734","AirPort","911","AirPort","11425"
"8282","2654","AirPort","1261","AirPort","7626"
"8283","3016","AirPort","3060","AirPort","9569"
"8284","1814","AirPort","3394","AirPort","10370"
"8285","2716","AirPort","2957","AirPort","10135"
"8286","1905","AirPort","2469","AirPort","11424"
"8287","232","AirPort","431","AirPort","11832"
"8288","2488","AirPort","35","AirPort","8236"
"8289","1702","AirPort","3234","AirPort","1820"
"8290","1182","AirPort","1717","AirPort","251"
"8291","3470","AirPort","3477","AirPort","12067"
"8292","2616","AirPort","1776","AirPort","13865"
"8293","1992","AirPort","2537","AirPort","8700"
"8294","2431","AirPort","2010","AirPort","8303"
"8295","2460","AirPort","480","AirPort","10519"
"8296","1655","AirPort","1987","AirPort","6373"
"8297","2062","AirPort","2518","AirPort","1467"
"8298","2367","AirPort","1771","AirPort","13179"
"8299","2875","AirPort","1762","AirPort","7712"
"8300","595","AirPort","165","AirPort","11911"
"8301","1376","AirPort","574","AirPort","15017"
"8302","463","AirPort","2924","AirPort","6129"
"8303","2309","AirPort","1921","AirPort","14548"
"8304","2613","AirPort","1909","AirPort","306"
"8305","2604","AirPort","1999","AirPort","1394"
"8306","222","AirPort","1141","AirPort","11164"
"8307","756","AirPort","3473","AirPort","9361"
"8308","1690","AirPort","1943","AirPort","10617"
"8309","3","AirPort","2398","AirPort","8870"
"8310","920","AirPort","3268","AirPort","11479"
"8311","510","AirPort","1116","AirPort","947"
"8312","2540","AirPort","922","AirPort","4129"
"8313","854","AirPort","17","AirPort","12639"
"8314","2599","AirPort","3293","AirPort","423"
"8315","1664","AirPort","3006","AirPort","7091"
"8316","2397","AirPort","759","AirPort","2253"
"8317","514","AirPort","1530","AirPort","9757"
"8318","550","AirPort","1129","AirPort","683"
"8319","371","AirPort","2870","AirPort","10864"
"8320","927","AirPort","478","AirPort","678"
"8321","345","AirPort","2785","AirPort","15180"
"8322","2678","AirPort","410","AirPort","4853"
"8323","3048","AirPort","2311","AirPort","15464"
"8324","1798","AirPort","1073","AirPort","15343"
"8325","3280","AirPort","1180","AirPort","14251"
"8326","1727","AirPort","1056","AirPort","3935"
"8327","1455","AirPort","2664","AirPort","13425"
"8328","1458","AirPort","457","AirPort","3536"
"8329","1894","AirPort","1518","AirPort","7598"
"8330","2122","AirPort","592","AirPort","10900"
"8331","934","AirPort","640","AirPort","11715"
"8332","2936","AirPort","1822","AirPort","3095"
"8333","1253","AirPort","865","AirPort","13960"
"8334","50","AirPort","1154","AirPort","7395"
"8335","1979","AirPort","3141","AirPort","4535"
"8336","236","AirPort","814","AirPort","5791"
"8337","150","AirPort","713","AirPort","11970"
"8338","3109","AirPort","2131","AirPort","14028"
"8339","1701","AirPort","2078","AirPort","8332"
"8340","1868","AirPort","3153","AirPort","3070"
"8341","1643","AirPort","3089","AirPort","274"
"8342","1408","AirPort","679","AirPort","239"
"8343","2828","AirPort","1418","AirPort","7975"
"8344","1977","AirPort","2844","AirPort","3387"
"8345","545","AirPort","360","AirPort","9925"
"8346","2128","AirPort","995","AirPort","15233"
"8347","1242","AirPort","1559","AirPort","3376"
"8348","3209","AirPort","2562","AirPort","9373"
"8349","866","AirPort","3485","AirPort","396"
"8350","3270","AirPort","953","AirPort","8979"
"8351","2351","AirPort","2011","AirPort","1791"
"8352","2756","AirPort","3226","AirPort","9945"
"8353","2946","AirPort","3121","AirPort","14432"
"8354","2802","AirPort","508","AirPort","14825"
"8355","1103","AirPort","742","AirPort","12269"
"8356","458","AirPort","2412","AirPort","15673"
"8357","435","AirPort","1354","AirPort","10901"
"8358","3187","AirPort","512","AirPort","9595"
"8359","139","AirPort","329","AirPort","9572"
"8360","1066","AirPort","3214","AirPort","15452"
"8361","36","AirPort","279","AirPort","7949"
"8362","1571","AirPort","759","AirPort","13394"
"8363","2833","AirPort","2659","AirPort","11114"
"8364","535","AirPort","792","AirPort","2436"
"8365","1684","AirPort","788","AirPort","11419"
"8366","3089","AirPort","3448","AirPort","15735"
"8367","3082","AirPort","332","AirPort","15420"
"8368","828","AirPort","2700","AirPort","2993"
"8369","502","AirPort","2430","AirPort","9683"
"8370","176","AirPort","1120","AirPort","10506"
"8371","1366","AirPort","1964","AirPort","2934"
"8372","875","AirPort","351","AirPort","2089"
"8373","2998","AirPort","2344","AirPort","4554"
"8374","927","AirPort","2116","AirPort","1939"
"8375","1012","AirPort","3030","AirPort","12902"
"8376","1720","AirPort","2266","AirPort","6520"
"8377","2144","AirPort","3070","AirPort","5930"
"8378","1032","AirPort","777","AirPort","7360"
"8379","576","AirPort","1146","AirPort","12139"
"8380","938","AirPort","775","AirPort","11232"
"8381","2128","AirPort","2416","AirPort","9979"
"8382","2723","AirPort","3042","AirPort","7185"
"8383","1234","AirPort","479","AirPort","2724"
"8384","2159","AirPort","1301","AirPort","7005"
"8385","2785","AirPort","801","AirPort","14724"
"8386","962","AirPort","890","AirPort","12982"
"8387","2760","AirPort","3070","AirPort","3720"
"8388","1123","AirPort","3048","AirPort","3608"
"8389","116","AirPort","1692","AirPort","10065"
"8390","2014","AirPort","2888","AirPort","4856"
"8391","999","AirPort","152","AirPort","2775"
"8392","1352","AirPort","3121","AirPort","9764"
"8393","1762","AirPort","2533","AirPort","14658"
"8394","3062","AirPort","819","AirPort","977"
"8395","1708","AirPort","3107","AirPort","157"
"8396","1024","AirPort","539","AirPort","6836"
"8397","418","AirPort","2528","AirPort","220"
"8398","2212","AirPort","2120","AirPort","12960"
"8399","1936","AirPort","2780","AirPort","12710"
"8400","1496","AirPort","2990","AirPort","15894"
"8401","2718","AirPort","1058","AirPort","7032"
"8402","3261","AirPort","3147","AirPort","1534"
"8403","2036","AirPort","1744","AirPort","10308"
"8404","110","AirPort","1819","AirPort","10763"
"8405","851","AirPort","2468","AirPort","3992"
"8406","2216","AirPort","743","AirPort","4457"
"8407","469","AirPort","1600","AirPort","654"
"8408","1412","AirPort","2962","AirPort","4672"
"8409","1763","AirPort","179","AirPort","5790"
"8410","1013","AirPort","1808","AirPort","11606"
"8411","1391","AirPort","2167","AirPort","7631"
"8412","1564","AirPort","3363","AirPort","4959"
"8413","43","AirPort","1079","AirPort","2705"
"8414","2155","AirPort","2174","AirPort","5169"
"8415","3326","AirPort","2362","AirPort","12093"
"8416","1883","AirPort","153","AirPort","9191"
"8417","277","AirPort","442","AirPort","13110"
"8418","2782","AirPort","2613","AirPort","4696"
"8419","2536","AirPort","1506","AirPort","12550"
"8420","3209","AirPort","1581","AirPort","14751"
"8421","3414","AirPort","1485","AirPort","11001"
"8422","974","AirPort","1089","AirPort","9540"
"8423","2044","AirPort","1559","AirPort","9927"
"8424","3275","AirPort","414","AirPort","7071"
"8425","3205","AirPort","1388","AirPort","12507"
"8426","485","AirPort","69","AirPort","13651"
"8427","2270","AirPort","609","AirPort","934"
"8428","2246","AirPort","933","AirPort","11945"
"8429","10","AirPort","1481","AirPort","861"
"8430","3191","AirPort","1959","AirPort","11876"
"8431","1619","AirPort","3238","AirPort","15656"
"8432","1576","AirPort","1541","AirPort","902"
"8433","2020","AirPort","2672","AirPort","7366"
"8434","1109","AirPort","2544","AirPort","2837"
"8435","3157","AirPort","3237","AirPort","13702"
"8436","3413","AirPort","2630","AirPort","8025"
"8437","41","AirPort","1202","AirPort","14630"
"8438","810","AirPort","1247","AirPort","14038"
"8439","2118","AirPort","506","AirPort","7863"
"8440","3011","AirPort","747","AirPort","14066"
"8441","3154","AirPort","344","AirPort","14635"
"8442","755","AirPort","1382","AirPort","467"
"8443","591","AirPort","870","AirPort","13769"
"8444","2627","AirPort","563","AirPort","14089"
"8445","1865","AirPort","2492","AirPort","7647"
"8446","3005","AirPort","960","AirPort","11648"
"8447","2963","AirPort","894","AirPort","2404"
"8448","3283","AirPort","3186","AirPort","1897"
"8449","1202","AirPort","1910","AirPort","2057"
"8450","1424","AirPort","2573","AirPort","11098"
"8451","504","AirPort","211","AirPort","5596"
"8452","1211","AirPort","2841","AirPort","14224"
"8453","3019","AirPort","656","AirPort","10043"
"8454","861","AirPort","1599","AirPort","11119"
"8455","1546","AirPort","2038","AirPort","9178"
"8456","3334","AirPort","369","AirPort","6131"
"8457","1793","AirPort","982","AirPort","2712"
"8458","1133","AirPort","2148","AirPort","5835"
"8459","1660","AirPort","2354","AirPort","9243"
"8460","628","AirPort","2827","AirPort","14098"
"8461","2806","AirPort","2726","AirPort","8042"
"8462","3466","AirPort","2339","AirPort","3918"
"8463","742","AirPort","1426","AirPort","3981"
"8464","1088","AirPort","322","AirPort","10046"
"8465","2678","AirPort","69","AirPort","2863"
"8466","3341","AirPort","1652","AirPort","5227"
"8467","2324","AirPort","3357","AirPort","11279"
"8468","2393","AirPort","2748","AirPort","5606"
"8469","682","AirPort","3225","AirPort","13147"
"8470","2213","AirPort","1703","AirPort","11743"
"8471","1095","AirPort","3434","AirPort","7163"
"8472","1814","AirPort","3235","AirPort","5328"
"8473","1870","AirPort","1607","AirPort","10220"
"8474","520","AirPort","3138","AirPort","10846"
"8475","3179","AirPort","2550","AirPort","3420"
"8476","1629","AirPort","103","AirPort","5622"
"8477","2640","AirPort","2915","AirPort","15566"
"8478","192","AirPort","1736","AirPort","1682"
"8479","2042","AirPort","1993","AirPort","9894"
"8480","200","AirPort","1344","AirPort","10936"
"8481","1511","AirPort","3093","AirPort","522"
"8482","742","AirPort","3121","AirPort","3252"
"8483","141","AirPort","2778","AirPort","13923"
"8484","1928","AirPort","1349","AirPort","7872"
"8485","946","AirPort","3348","AirPort","12452"
"8486","127","AirPort","8","AirPort","2860"
"8487","2099","AirPort","1391","AirPort","8665"
"8488","2438","AirPort","2440","AirPort","7214"
"8489","233","AirPort","2915","AirPort","13759"
"8490","2967","AirPort","545","AirPort","2107"
"8491","394","AirPort","1539","AirPort","482"
"8492","2597","AirPort","2206","AirPort","4815"
"8493","899","AirPort","1905","AirPort","4311"
"8494","3330","AirPort","2503","AirPort","14189"
"8495","184","AirPort","2225","AirPort","5937"
"8496","1999","AirPort","1129","AirPort","10461"
"8497","1036","AirPort","2610","AirPort","3627"
"8498","2982","AirPort","578","AirPort","14756"
"8499","2337","AirPort","375","AirPort","8837"
"8500","1538","AirPort","2294","AirPort","3670"
"8501","3307","AirPort","2946","AirPort","3355"
"8502","2625","AirPort","2573","AirPort","13831"
"8503","1745","AirPort","2671","AirPort","8246"
"8504","1367","AirPort","3138","AirPort","9354"
"8505","2298","AirPort","984","AirPort","4948"
"8506","3319","AirPort","3421","AirPort","14162"
"8507","222","AirPort","2528","AirPort","12314"
"8508","2059","AirPort","934","AirPort","15712"
"8509","1115","AirPort","1572","AirPort","680"
"8510","138","AirPort","3238","AirPort","15467"
"8511","253","AirPort","1918","AirPort","14839"
"8512","52","AirPort","177","AirPort","11504"
"8513","2305","AirPort","718","AirPort","10891"
"8514","1096","AirPort","1042","AirPort","395"
"8515","1747","AirPort","3028","AirPort","428"
"8516","1","AirPort","3194","AirPort","10082"
"8517","1017","AirPort","2757","AirPort","4260"
"8518","1419","AirPort","2843","AirPort","4550"
"8519","2287","AirPort","1501","AirPort","11841"
"8520","637","AirPort","320","AirPort","6859"
"8521","773","AirPort","2757","AirPort","13868"
"8522","2124","AirPort","568","AirPort","8307"
"8523","74","AirPort","2181","AirPort","8091"
"8524","3067","AirPort","2607","AirPort","3601"
"8525","3007","AirPort","466","AirPort","14926"
"8526","3052","AirPort","1963","AirPort","6430"
"8527","1720","AirPort","3229","AirPort","8429"
"8528","1844","AirPort","1379","AirPort","3551"
"8529","333","AirPort","241","AirPort","2479"
"8530","1379","AirPort","945","AirPort","15391"
"8531","132","AirPort","996","AirPort","6164"
"8532","1429","AirPort","1741","AirPort","6152"
"8533","2569","AirPort","2490","AirPort","7333"
"8534","1817","AirPort","2402","AirPort","9147"
"8535","3031","AirPort","3043","AirPort","1076"
"8536","2503","AirPort","2070","AirPort","14959"
"8537","3431","AirPort","1012","AirPort","11151"
"8538","2943","AirPort","2607","AirPort","3300"
"8539","1647","AirPort","220","AirPort","9933"
"8540","3079","AirPort","2815","AirPort","8185"
"8541","2124","AirPort","352","AirPort","2103"
"8542","459","AirPort","266","AirPort","2363"
"8543","267","AirPort","274","AirPort","4231"
"8544","2478","AirPort","3190","AirPort","14479"
"8545","2236","AirPort","607","AirPort","12156"
"8546","660","AirPort","18","AirPort","3674"
"8547","2405","AirPort","2548","AirPort","10186"
"8548","446","AirPort","2662","AirPort","2349"
"8549","2938","AirPort","77","AirPort","9372"
"8550","3216","AirPort","1721","AirPort","9933"
"8551","505","AirPort","1434","AirPort","1335"
"8552","2752","AirPort","960","AirPort","15875"
"8553","3210","AirPort","421","AirPort","1538"
"8554","2657","AirPort","3334","AirPort","9624"
"8555","1035","AirPort","3458","AirPort","14803"
"8556","2065","AirPort","976","AirPort","9049"
"8557","2173","AirPort","1757","AirPort","13416"
"8558","3061","AirPort","2065","AirPort","3454"
"8559","1313","AirPort","1017","AirPort","5628"
"8560","2918","AirPort","608","AirPort","10096"
"8561","2493","AirPort","1548","AirPort","15193"
"8562","1254","AirPort","2577","AirPort","9437"
"8563","2523","AirPort","1011","AirPort","5676"
"8564","2231","AirPort","1531","AirPort","3886"
"8565","2507","AirPort","1845","AirPort","6916"
"8566","2861","AirPort","174","AirPort","2838"
"8567","3406","AirPort","3296","AirPort","11115"
"8568","2888","AirPort","423","AirPort","13120"
"8569","1669","AirPort","2763","AirPort","10453"
"8570","3273","AirPort","699","AirPort","14620"
"8571","2301","AirPort","3253","AirPort","6380"
"8572","3246","AirPort","1604","AirPort","8916"
"8573","1818","AirPort","3435","AirPort","779"
"8574","463","AirPort","174","AirPort","7146"
"8575","256","AirPort","3128","AirPort","5338"
"8576","1412","AirPort","1294","AirPort","1483"
"8577","2781","AirPort","3183","AirPort","12091"
"8578","609","AirPort","1438","AirPort","9766"
"8579","1263","AirPort","1807","AirPort","5119"
"8580","2613","AirPort","611","AirPort","8947"
"8581","770","AirPort","2207","AirPort","4578"
"8582","111","AirPort","623","AirPort","12573"
"8583","3176","AirPort","615","AirPort","15689"
"8584","1290","AirPort","1816","AirPort","12787"
"8585","316","AirPort","2879","AirPort","641"
"8586","2768","AirPort","123","AirPort","2489"
"8587","432","AirPort","3415","AirPort","2034"
"8588","3462","AirPort","644","AirPort","3629"
"8589","608","AirPort","3061","AirPort","10999"
"8590","1697","AirPort","150","AirPort","15820"
"8591","1733","AirPort","3145","AirPort","13241"
"8592","121","AirPort","1483","AirPort","11636"
"8593","1768","AirPort","287","AirPort","2692"
"8594","2443","AirPort","2852","AirPort","3519"
"8595","450","AirPort","2134","AirPort","13750"
"8596","2795","AirPort","3320","AirPort","10603"
"8597","3142","AirPort","917","AirPort","7586"
"8598","1835","AirPort","2925","AirPort","3153"
"8599","301","AirPort","1831","AirPort","4162"
"8600","136","AirPort","1142","AirPort","9366"
"8601","2162","AirPort","3443","AirPort","11785"
"8602","650","AirPort","2939","AirPort","7332"
"8603","117","AirPort","2830","AirPort","11712"
"8604","3382","AirPort","1031","AirPort","6649"
"8605","3016","AirPort","1300","AirPort","14803"
"8606","3488","AirPort","2784","AirPort","8103"
"8607","1972","AirPort","2626","AirPort","7254"
"8608","1443","AirPort","370","AirPort","14384"
"8609","1668","AirPort","1759","AirPort","6791"
"8610","1909","AirPort","2465","AirPort","2571"
"8611","3380","AirPort","1541","AirPort","10159"
"8612","1892","AirPort","3367","AirPort","5067"
"8613","1865","AirPort","2498","AirPort","6843"
"8614","153","AirPort","13","AirPort","9134"
"8615","1801","AirPort","517","AirPort","4297"
"8616","2609","AirPort","732","AirPort","12383"
"8617","1795","AirPort","2131","AirPort","179"
"8618","2761","AirPort","3108","AirPort","1402"
"8619","517","AirPort","2558","AirPort","13771"
"8620","2373","AirPort","1341","AirPort","15172"
"8621","3151","AirPort","1265","AirPort","9243"
"8622","1366","AirPort","1864","AirPort","3088"
"8623","855","AirPort","601","AirPort","15741"
"8624","183","AirPort","3345","AirPort","14451"
"8625","195","AirPort","253","AirPort","9010"
"8626","2194","AirPort","876","AirPort","15549"
"8627","2611","AirPort","67","AirPort","14674"
"8628","3466","AirPort","1288","AirPort","15091"
"8629","1502","AirPort","917","AirPort","4599"
"8630","2870","AirPort","782","AirPort","13957"
"8631","81","AirPort","1406","AirPort","1820"
"8632","3076","AirPort","1947","AirPort","470"
"8633","2589","AirPort","2007","AirPort","11210"
"8634","758","AirPort","1535","AirPort","2961"
"8635","2462","AirPort","1424","AirPort","11146"
"8636","2907","AirPort","2387","AirPort","169"
"8637","2255","AirPort","1859","AirPort","4050"
"8638","312","AirPort","2936","AirPort","10506"
"8639","2725","AirPort","1508","AirPort","11627"
"8640","2116","AirPort","245","AirPort","7621"
"8641","131","AirPort","498","AirPort","275"
"8642","310","AirPort","2661","AirPort","7847"
"8643","174","AirPort","799","AirPort","15485"
"8644","1549","AirPort","1283","AirPort","12389"
"8645","2604","AirPort","1023","AirPort","5025"
"8646","2121","AirPort","2172","AirPort","4275"
"8647","1202","AirPort","2839","AirPort","12814"
"8648","896","AirPort","1859","AirPort","4562"
"8649","697","AirPort","3029","AirPort","15056"
"8650","1754","AirPort","2481","AirPort","5652"
"8651","2877","AirPort","2136","AirPort","12497"
"8652","1086","AirPort","670","AirPort","1068"
"8653","1980","AirPort","3217","AirPort","6906"
"8654","1152","AirPort","118","AirPort","10933"
"8655","260","AirPort","122","AirPort","11600"
"8656","2734","AirPort","1505","AirPort","3300"
"8657","1110","AirPort","2457","AirPort","2558"
"8658","1185","AirPort","1079","AirPort","15190"
"8659","1835","AirPort","977","AirPort","11744"
"8660","2365","AirPort","2482","AirPort","15397"
"8661","1151","AirPort","1884","AirPort","836"
"8662","1247","AirPort","546","AirPort","14863"
"8663","2463","AirPort","2356","AirPort","11170"
"8664","1176","AirPort","2908","AirPort","2554"
"8665","767","AirPort","3238","AirPort","400"
"8666","2028","AirPort","1390","AirPort","15527"
"8667","276","AirPort","3311","AirPort","10773"
"8668","3312","AirPort","1403","AirPort","6072"
"8669","2695","AirPort","959","AirPort","498"
"8670","396","AirPort","464","AirPort","4626"
"8671","783","AirPort","3092","AirPort","13929"
"8672","2622","AirPort","1158","AirPort","12305"
"8673","1209","AirPort","1687","AirPort","14921"
"8674","2504","AirPort","2775","AirPort","1113"
"8675","3250","AirPort","2800","AirPort","12271"
"8676","2761","AirPort","411","AirPort","12286"
"8677","16","AirPort","1834","AirPort","11999"
"8678","633","AirPort","2145","AirPort","5026"
"8679","1223","AirPort","10","AirPort","1689"
"8680","3316","AirPort","1916","AirPort","5957"
"8681","375","AirPort","3270","AirPort","13264"
"8682","1949","AirPort","1400","AirPort","1518"
"8683","1203","AirPort","85","AirPort","4808"
"8684","2273","AirPort","2816","AirPort","569"
"8685","1558","AirPort","1770","AirPort","9879"
"8686","181","AirPort","1064","AirPort","1392"
"8687","579","AirPort","310","AirPort","12828"
"8688","2758","AirPort","2536","AirPort","13300"
"8689","2475","AirPort","2324","AirPort","11351"
"8690","392","AirPort","3394","AirPort","9588"
"8691","2218","AirPort","2065","AirPort","9917"
"8692","1595","AirPort","1725","AirPort","11127"
"8693","2209","AirPort","3205","AirPort","10575"
"8694","862","AirPort","2922","AirPort","7508"
"8695","864","AirPort","1636","AirPort","14829"
"8696","2376","AirPort","265","AirPort","701"
"8697","2227","AirPort","1367","AirPort","8400"
"8698","79","AirPort","3488","AirPort","10003"
"8699","2831","AirPort","1442","AirPort","13120"
"8700","2225","AirPort","1997","AirPort","15889"
"8701","2862","AirPort","2200","AirPort","3738"
"8702","338","AirPort","2432","AirPort","5594"
"8703","2478","AirPort","394","AirPort","5937"
"8704","230","AirPort","1350","AirPort","11625"
"8705","2232","AirPort","1628","AirPort","13197"
"8706","1813","AirPort","2766","AirPort","2153"
"8707","2431","AirPort","2368","AirPort","7761"
"8708","2602","AirPort","137","AirPort","2180"
"8709","3033","AirPort","2490","AirPort","9200"
"8710","2238","AirPort","1327","AirPort","15970"
"8711","2467","AirPort","90","AirPort","10395"
"8712","1013","AirPort","1283","AirPort","1812"
"8713","3056","AirPort","1733","AirPort","4994"
"8714","1484","AirPort","2800","AirPort","6574"
"8715","315","AirPort","2964","AirPort","7459"
"8716","748","AirPort","773","AirPort","4829"
"8717","3038","AirPort","518","AirPort","11083"
"8718","2138","AirPort","3029","AirPort","7076"
"8719","1313","AirPort","2661","AirPort","9396"
"8720","2856","AirPort","2227","AirPort","8705"
"8721","1903","AirPort","1724","AirPort","7495"
"8722","7","AirPort","1947","AirPort","2094"
"8723","533","AirPort","3298","AirPort","3336"
"8724","2743","AirPort","3334","AirPort","14414"
"8725","3216","AirPort","2472","AirPort","13431"
"8726","2876","AirPort","930","AirPort","6060"
"8727","622","AirPort","837","AirPort","3307"
"8728","2178","AirPort","3094","AirPort","15433"
"8729","148","AirPort","1080","AirPort","370"
"8730","1571","AirPort","1507","AirPort","12763"
"8731","3487","AirPort","140","AirPort","2125"
"8732","2461","AirPort","1570","AirPort","10004"
"8733","2700","AirPort","2626","AirPort","9085"
"8734","1581","AirPort","2592","AirPort","8293"
"8735","894","AirPort","859","AirPort","9571"
"8736","186","AirPort","2656","AirPort","14466"
"8737","1732","AirPort","1265","AirPort","2727"
"8738","3276","AirPort","398","AirPort","10231"
"8739","2648","AirPort","3248","AirPort","1774"
"8740","2722","AirPort","2005","AirPort","9425"
"8741","1002","AirPort","1283","AirPort","1622"
"8742","222","AirPort","1545","AirPort","5977"
"8743","3258","AirPort","3401","AirPort","10733"
"8744","73","AirPort","1628","AirPort","14539"
"8745","302","AirPort","1255","AirPort","6973"
"8746","3123","AirPort","473","AirPort","3664"
"8747","2807","AirPort","341","AirPort","463"
"8748","987","AirPort","1496","AirPort","6856"
"8749","3097","AirPort","2348","AirPort","9076"
"8750","1262","AirPort","2211","AirPort","10574"
