"id","start_id","start_vertex_type","end_id","end_vertex_type","since"
"4771","63","Country","3400","City","2010-08-16 10:32:25.274118"
"4772","62","Country","1470","City","1971-11-07 13:19:40.241871"
"4773","51","Country","9730","City","2001-10-25 07:50:44.357179"
"4774","47","Country","1738","City","2006-10-13 02:13:10.325235"
"4775","146","Country","4491","City","2024-10-10 13:02:20.104265"
"4776","100","Country","5517","City","1996-10-02 01:26:09.693853"
"4777","92","Country","3145","City","1982-03-03 13:52:20.791230"
"4778","77","Country","4882","City","2022-09-15 15:04:49.774068"
"4779","171","Country","9871","City","2021-07-23 09:09:48.942691"
"4780","114","Country","8298","City","1993-06-28 10:34:10.522825"
"4781","40","Country","3830","City","2001-11-23 09:49:00.305342"
"4782","133","Country","7849","City","1974-03-26 11:36:10.728975"
"4783","96","Country","3321","City","1980-08-20 02:49:41.648152"
"4784","180","Country","9282","City","1993-10-22 09:48:29.955992"
"4785","183","Country","7532","City","2020-04-30 23:33:06.091575"
"4786","102","Country","4695","City","2005-10-03 08:54:43.301413"
"4787","124","Country","9001","City","1976-03-04 03:57:00.483789"
"4788","168","Country","4305","City","1971-02-12 01:40:05.483877"
"4789","88","Country","2957","City","1992-09-12 00:59:18.948262"
"4790","61","Country","3298","City","1986-01-07 20:14:40.240323"
"4791","157","Country","4287","City","1984-08-01 10:10:38.608576"
"4792","49","Country","5846","City","1988-06-17 04:21:04.065290"
"4793","178","Country","9352","City","1991-05-17 07:51:45.187326"
"4794","115","Country","1848","City","2001-12-08 07:38:34.884318"
"4795","154","Country","7100","City","1972-01-05 23:45:09.667777"
"4796","161","Country","5616","City","2017-09-13 17:43:42.148240"
"4797","103","Country","8526","City","2005-09-25 23:21:28.116817"
"4798","91","Country","7447","City","1992-01-20 07:13:17.699658"
"4799","3","Country","2907","City","1999-03-28 00:52:17.646830"
"4800","86","Country","2525","City","1994-05-26 09:29:27.127831"
"4801","178","Country","1547","City","1995-01-16 20:21:06.412477"
"4802","168","Country","9703","City","2021-05-22 01:39:15.615091"
"4803","195","Country","5823","City","2004-11-03 16:35:20.148408"
"4804","67","Country","6580","City","1991-06-07 23:44:16.347858"
"4805","37","Country","9559","City","2003-07-09 09:19:30.996136"
"4806","139","Country","2299","City","2018-12-06 02:28:52.408997"
"4807","57","Country","8106","City","1983-04-27 21:18:30.198145"
"4808","15","Country","1404","City","1977-10-07 04:25:35.038961"
"4809","104","Country","6471","City","2000-02-14 05:53:29.026476"
"4810","175","Country","283","City","1980-02-05 15:24:41.093156"
"4811","32","Country","3590","City","1987-03-16 07:05:28.434778"
"4812","4","Country","4348","City","2013-06-22 15:18:26.658511"
"4813","27","Country","7598","City","2020-12-04 10:55:41.114202"
"4814","60","Country","5150","City","1971-05-20 06:59:57.477836"
"4815","161","Country","8179","City","2006-05-30 14:48:20.807077"
"4816","92","Country","2634","City","2020-12-09 10:16:40.158941"
"4817","63","Country","9652","City","2019-07-03 06:33:00.501219"
"4818","151","Country","368","City","1983-02-19 22:24:27.628869"
"4819","139","Country","9028","City","1980-11-07 23:09:02.621115"
"4820","78","Country","1103","City","1985-11-04 22:26:31.726577"
"4821","44","Country","5887","City","1979-03-03 04:14:37.290923"
"4822","17","Country","439","City","1999-04-29 13:00:45.368676"
"4823","146","Country","4371","City","1998-11-17 17:14:23.750344"
"4824","19","Country","6712","City","1980-08-30 01:49:33.692086"
"4825","165","Country","54","City","2015-02-01 23:39:10.415110"
"4826","26","Country","6736","City","1976-03-09 02:49:02.495143"
"4827","200","Country","4344","City","2015-07-08 21:26:09.847950"
"4828","119","Country","2254","City","1982-05-09 10:13:03.549659"
"4829","15","Country","9132","City","1991-01-03 10:12:56.305452"
"4830","88","Country","8258","City","1989-04-15 12:04:30.733036"
"4831","125","Country","4444","City","1985-07-22 15:33:33.211403"
"4832","129","Country","8506","City","2006-02-16 01:54:06.028222"
"4833","61","Country","2530","City","1990-11-21 04:08:37.728626"
"4834","58","Country","5213","City","2023-10-18 03:26:21.845578"
"4835","95","Country","1348","City","1991-06-29 03:58:46.243303"
"4836","37","Country","8698","City","2022-01-31 01:29:04.018079"
"4837","114","Country","8754","City","1977-02-04 04:36:31.891265"
"4838","116","Country","3491","City","1991-12-22 06:16:03.218359"
"4839","146","Country","9585","City","1982-03-31 23:29:12.332191"
"4840","17","Country","2600","City","1979-08-16 07:41:20.966729"
"4841","115","Country","1600","City","2003-06-25 12:14:05.477806"
"4842","27","Country","4575","City","2019-12-30 06:23:50.433174"
"4843","137","Country","1440","City","2023-04-29 15:50:15.749230"
"4844","92","Country","3799","City","1996-05-25 07:50:59.054294"
"4845","160","Country","5158","City","2019-03-15 15:02:12.457071"
"4846","105","Country","764","City","2018-02-11 06:53:10.322187"
"4847","30","Country","3819","City","1978-05-30 08:55:11.472474"
"4848","41","Country","6743","City","1972-05-10 19:16:10.405851"
"4849","142","Country","4513","City","1988-11-17 04:54:16.562056"
"4850","95","Country","429","City","1978-10-06 05:21:52.504834"
"4851","122","Country","8155","City","1982-10-18 16:37:56.221622"
"4852","139","Country","7841","City","2011-07-19 17:14:32.640977"
"4853","116","Country","433","City","1998-04-18 11:55:36.550488"
"4854","53","Country","7112","City","2024-01-27 18:19:06.032013"
"4855","151","Country","7757","City","2007-08-20 01:25:55.589718"
"4856","58","Country","5337","City","2016-04-15 21:52:12.545011"
"4857","20","Country","5630","City","2002-10-23 13:09:37.167682"
"4858","109","Country","9487","City","2007-02-10 02:46:52.998098"
"4859","64","Country","3063","City","1970-08-06 22:09:52.009796"
"4860","107","Country","1229","City","1974-12-15 06:22:12.960549"
"4861","4","Country","1238","City","1984-09-09 00:10:20.516303"
"4862","24","Country","8898","City","1995-10-17 23:48:18.557870"
"4863","11","Country","7601","City","2014-04-08 09:33:37.043396"
"4864","188","Country","7290","City","2018-09-06 08:58:24.840775"
"4865","98","Country","9255","City","1978-10-17 08:32:58.082858"
"4866","192","Country","4552","City","1971-07-16 15:10:23.850503"
"4867","178","Country","248","City","1996-09-01 20:24:26.833483"
"4868","125","Country","704","City","1977-12-17 22:51:59.206277"
"4869","128","Country","4627","City","1996-12-10 22:22:55.228160"
"4870","194","Country","3980","City","2013-03-10 04:49:22.637917"
"4871","61","Country","1812","City","2012-09-16 03:59:58.817979"
"4872","8","Country","6330","City","1983-10-01 17:40:37.411797"
"4873","95","Country","5082","City","2016-08-12 23:41:26.083575"
"4874","136","Country","7379","City","2024-07-04 12:20:14.191333"
"4875","61","Country","2549","City","2016-02-04 06:26:23.778892"
"4876","136","Country","843","City","1988-06-10 09:33:04.694616"
"4877","78","Country","4534","City","1990-03-30 14:25:37.703162"
"4878","119","Country","5277","City","2007-10-28 04:08:43.741221"
"4879","117","Country","9374","City","1970-10-29 15:45:22.659565"
"4880","112","Country","7173","City","2024-04-06 03:15:15.755795"
"4881","78","Country","8663","City","1997-01-27 11:20:54.636211"
"4882","147","Country","9291","City","2005-09-06 18:05:25.267205"
"4883","18","Country","1651","City","2004-09-13 13:13:58.217238"
"4884","18","Country","3774","City","1973-06-02 23:51:35.944512"
"4885","85","Country","1321","City","1979-10-14 18:30:51.760714"
"4886","41","Country","4716","City","1992-10-27 05:48:10.416012"
"4887","45","Country","4056","City","2017-08-05 22:25:08.667234"
"4888","86","Country","2648","City","1993-03-03 21:27:48.229326"
"4889","144","Country","6419","City","1996-05-02 17:49:07.613822"
"4890","106","Country","588","City","2002-09-01 16:25:46.824137"
"4891","182","Country","6223","City","1994-11-24 00:03:18.182043"
"4892","107","Country","691","City","1995-06-10 15:56:42.167944"
"4893","133","Country","4752","City","2003-09-28 16:10:04.141535"
"4894","109","Country","6319","City","2010-05-30 17:00:27.132498"
"4895","103","Country","1389","City","1982-04-05 06:04:36.498740"
"4896","150","Country","1945","City","1978-03-10 15:18:15.298007"
"4897","56","Country","699","City","2013-05-08 23:40:57.752519"
"4898","127","Country","3568","City","1971-02-13 13:31:41.904799"
"4899","20","Country","8120","City","1972-02-22 01:39:59.211312"
"4900","56","Country","1954","City","2017-03-24 11:03:08.654651"
"4901","128","Country","7900","City","1988-05-14 08:13:04.980675"
"4902","1","Country","738","City","2004-07-17 20:00:29.866486"
"4903","54","Country","8425","City","1983-04-24 09:50:59.191620"
"4904","99","Country","7986","City","1983-09-28 19:57:17.775795"
"4905","31","Country","8406","City","2018-08-11 09:17:17.303710"
"4906","26","Country","8952","City","2022-10-23 16:38:47.074528"
"4907","37","Country","3486","City","2024-01-23 12:46:09.071376"
"4908","6","Country","9685","City","2001-02-08 06:04:10.345403"
"4909","115","Country","5231","City","2020-04-29 14:47:34.784979"
"4910","31","Country","8675","City","2011-08-06 09:28:39.847524"
"4911","58","Country","920","City","2000-02-14 16:45:34.399936"
"4912","106","Country","5776","City","2017-02-06 16:25:44.081986"
"4913","94","Country","8821","City","2001-01-20 15:10:59.407418"
"4914","51","Country","631","City","1977-09-01 06:25:49.908308"
"4915","129","Country","6179","City","1998-11-26 02:05:22.778526"
"4916","81","Country","3822","City","1986-01-21 23:52:48.228846"
"4917","77","Country","5089","City","1992-06-30 13:56:01.212242"
"4918","33","Country","8729","City","2010-10-10 03:47:51.885761"
"4919","23","Country","2746","City","1997-02-17 12:01:25.960384"
"4920","40","Country","1325","City","2014-12-12 09:32:34.663815"
"4921","118","Country","1191","City","2012-06-19 01:38:50.330074"
"4922","178","Country","5395","City","2013-05-16 05:59:34.566346"
"4923","92","Country","5125","City","1981-09-29 05:09:26.059262"
"4924","85","Country","8376","City","2008-01-19 19:24:19.409050"
"4925","78","Country","8938","City","1995-03-12 01:20:14.290344"
"4926","157","Country","5989","City","1995-03-23 07:27:43.497122"
"4927","25","Country","4576","City","2019-06-19 06:06:08.038533"
"4928","175","Country","1424","City","2017-04-09 23:09:37.106208"
"4929","175","Country","1599","City","1996-02-12 09:14:38.584055"
"4930","179","Country","388","City","1977-01-30 11:57:00.228008"
"4931","86","Country","4585","City","2016-02-14 13:02:29.168096"
"4932","152","Country","1731","City","2001-06-20 05:47:58.204868"
"4933","68","Country","3912","City","1983-09-21 09:15:26.820015"
"4934","16","Country","6726","City","1992-02-24 17:34:53.667253"
"4935","60","Country","83","City","2001-09-06 04:39:49.002697"
"4936","137","Country","3887","City","2020-03-17 01:12:23.132936"
"4937","158","Country","2992","City","2011-09-16 13:19:08.226496"
"4938","84","Country","4363","City","1985-07-20 15:34:46.532299"
"4939","186","Country","4814","City","1993-08-20 21:32:59.079035"
"4940","25","Country","6694","City","2001-02-10 02:33:21.551957"
"4941","60","Country","4855","City","1979-11-19 09:22:59.624352"
"4942","125","Country","5881","City","1998-10-27 06:35:22.676518"
"4943","120","Country","2429","City","2016-03-11 21:01:17.654429"
"4944","161","Country","7899","City","2009-08-29 02:56:46.122513"
"4945","83","Country","6473","City","1996-12-09 19:00:06.990347"
"4946","8","Country","9065","City","1993-12-20 10:12:20.027322"
"4947","130","Country","1886","City","1995-04-29 03:30:57.213827"
"4948","196","Country","2910","City","2003-12-29 23:24:02.503247"
"4949","91","Country","7461","City","1984-12-08 08:32:23.529709"
"4950","33","Country","3487","City","2004-11-07 14:03:21.998519"
"4951","95","Country","7723","City","1987-10-15 13:33:36.498909"
"4952","21","Country","3576","City","2011-11-20 04:36:10.392576"
"4953","176","Country","4601","City","2009-11-17 22:38:26.733174"
"4954","68","Country","7300","City","2023-11-11 20:38:01.903603"
"4955","130","Country","1571","City","1973-02-04 18:02:59.539461"
"4956","125","Country","6034","City","2014-10-26 09:26:35.940312"
"4957","46","Country","1047","City","2001-06-10 08:33:00.345176"
"4958","74","Country","9488","City","1975-01-21 17:07:43.601824"
"4959","184","Country","7580","City","1998-01-01 17:14:16.816146"
"4960","96","Country","5439","City","1971-10-07 07:02:43.615352"
"4961","133","Country","2190","City","2014-08-03 20:51:38.812747"
"4962","42","Country","2664","City","1980-10-13 00:45:25.286021"
"4963","34","Country","8523","City","1998-07-23 16:52:44.458673"
"4964","76","Country","1934","City","2000-05-14 09:10:20.769401"
"4965","174","Country","1490","City","1980-10-06 15:20:47.074777"
"4966","57","Country","3218","City","1992-01-07 09:42:46.648723"
"4967","129","Country","8553","City","2011-01-15 12:17:36.149425"
"4968","97","Country","4911","City","1978-07-17 16:19:14.100753"
"4969","25","Country","6340","City","2024-06-18 06:09:49.800089"
"4970","17","Country","2694","City","2001-12-26 05:37:18.105942"
"4971","54","Country","3959","City","2007-09-13 02:08:57.073380"
"4972","131","Country","611","City","1986-07-13 09:33:29.067971"
"4973","98","Country","6412","City","2010-03-17 04:05:54.871412"
"4974","82","Country","6442","City","1992-11-16 13:31:15.772110"
"4975","136","Country","9289","City","1974-06-29 19:37:47.125310"
"4976","53","Country","5464","City","1986-04-24 17:35:42.712139"
"4977","44","Country","1273","City","2005-01-12 03:37:13.711123"
"4978","189","Country","5232","City","2001-04-24 15:02:49.192348"
"4979","155","Country","9029","City","2003-10-22 21:54:23.216042"
"4980","149","Country","2761","City","1983-11-05 11:18:40.784814"
"4981","49","Country","8716","City","1979-09-16 01:41:45.733911"
"4982","135","Country","2183","City","1972-10-05 07:31:08.081617"
"4983","197","Country","3070","City","1998-02-22 11:37:12.391759"
"4984","69","Country","3463","City","1984-11-13 09:07:39.136515"
"4985","158","Country","49","City","1972-10-10 09:35:20.855697"
"4986","178","Country","2477","City","2013-07-21 02:31:45.451430"
"4987","198","Country","2540","City","2010-10-24 11:16:22.415842"
"4988","129","Country","2042","City","2002-08-24 22:19:52.613192"
"4989","148","Country","6602","City","2007-11-08 09:10:54.965756"
"4990","12","Country","4137","City","1970-07-23 22:08:15.117484"
"4991","199","Country","5540","City","2016-09-11 08:47:20.759507"
"4992","88","Country","9815","City","1970-10-12 06:40:13.296368"
"4993","11","Country","9236","City","2017-01-02 08:15:31.064580"
"4994","161","Country","2421","City","1984-12-02 07:12:38.166402"
"4995","152","Country","6108","City","1973-12-30 17:04:08.218796"
"4996","130","Country","3296","City","2001-06-19 09:39:01.666601"
"4997","87","Country","9256","City","2001-05-04 00:59:51.793911"
"4998","95","Country","41","City","1970-05-24 10:50:34.206536"
"4999","136","Country","8764","City","2016-02-06 16:25:28.678712"
"5000","3","Country","1716","City","2014-02-22 02:27:21.959021"
"5001","15","Country","109","City","1971-07-14 02:54:45.958956"
"5002","101","Country","5472","City","1980-06-05 04:22:31.204636"
"5003","37","Country","5378","City","1999-08-07 18:22:05.510043"
"5004","19","Country","7313","City","2022-02-06 02:47:04.990300"
"5005","40","Country","2314","City","2005-07-11 00:18:27.550803"
"5006","42","Country","7401","City","2017-05-21 17:31:54.711635"
"5007","180","Country","1723","City","2006-03-17 22:38:05.969153"
"5008","4","Country","5978","City","2011-02-02 06:13:00.271436"
"5009","147","Country","8230","City","2004-08-25 23:45:26.295380"
"5010","190","Country","2425","City","1996-07-11 01:20:12.151674"
"5011","107","Country","1120","City","1993-10-02 15:33:43.113321"
"5012","127","Country","1226","City","1983-09-23 06:30:42.647557"
"5013","94","Country","6793","City","1987-10-12 08:02:58.193961"
"5014","57","Country","657","City","2004-10-07 03:32:29.023000"
"5015","102","Country","4626","City","2000-02-09 13:06:23.020012"
"5016","161","Country","6995","City","2019-07-13 01:07:14.438410"
"5017","39","Country","8411","City","1990-04-21 06:24:48.051742"
"5018","38","Country","9305","City","2021-02-15 08:41:34.960498"
"5019","33","Country","3163","City","1988-03-20 18:44:31.453993"
"5020","117","Country","8883","City","1983-03-01 17:57:58.388977"
"5021","146","Country","8058","City","2011-06-07 22:52:34.826293"
"5022","133","Country","6661","City","1988-08-23 23:27:54.691474"
"5023","38","Country","9974","City","1997-09-04 10:04:45.725955"
"5024","72","Country","6136","City","1994-04-29 05:14:30.567404"
"5025","147","Country","3880","City","1970-03-29 11:13:19.467621"
"5026","3","Country","4017","City","2007-03-13 01:34:40.603894"
"5027","190","Country","8504","City","1985-01-01 16:52:58.698464"
"5028","40","Country","6088","City","2009-03-11 07:36:26.921194"
"5029","138","Country","2243","City","1989-10-09 00:46:47.638165"
"5030","179","Country","4318","City","2010-02-18 09:48:30.961977"
"5031","120","Country","88","City","1981-12-20 21:45:54.191678"
"5032","17","Country","7066","City","2005-01-06 09:22:12.144770"
"5033","169","Country","9852","City","1987-10-24 05:00:31.975001"
"5034","79","Country","654","City","2024-06-10 22:58:19.502518"
"5035","196","Country","2963","City","1996-09-25 07:57:20.669516"
"5036","174","Country","790","City","2015-12-09 10:40:38.187284"
"5037","141","Country","8675","City","1975-07-25 22:41:39.366582"
"5038","46","Country","1431","City","1980-04-13 04:42:34.062039"
"5039","51","Country","9529","City","1989-01-08 18:34:54.360679"
"5040","38","Country","4567","City","2012-08-11 08:33:40.784335"
"5041","141","Country","522","City","1970-08-31 00:07:48.215271"
"5042","76","Country","8253","City","2012-12-29 16:16:48.557017"
"5043","87","Country","3563","City","1984-12-10 04:29:10.546085"
"5044","171","Country","7870","City","1970-10-14 19:05:15.106343"
"5045","3","Country","6732","City","1995-12-12 10:55:27.628008"
"5046","196","Country","2308","City","1984-04-04 09:14:33.621315"
"5047","72","Country","260","City","2011-02-18 08:01:50.271440"
"5048","104","Country","1956","City","1976-07-06 12:46:45.688426"
"5049","181","Country","4941","City","2011-05-22 00:32:51.026528"
"5050","169","Country","9161","City","2004-02-18 16:15:54.318638"
"5051","17","Country","3776","City","2001-08-30 19:56:39.628406"
"5052","52","Country","5547","City","1998-05-01 08:33:28.837235"
"5053","86","Country","9651","City","1984-08-04 11:48:52.421170"
"5054","1","Country","5238","City","1977-10-24 23:26:58.513829"
"5055","6","Country","5738","City","1976-10-12 10:33:26.968085"
"5056","126","Country","8090","City","2022-06-02 19:23:34.449632"
"5057","59","Country","8368","City","2000-08-14 16:22:30.514227"
"5058","130","Country","3569","City","1979-09-04 21:03:33.129241"
"5059","149","Country","5099","City","2020-04-01 11:09:06.923793"
"5060","110","Country","9212","City","2014-05-19 07:02:19.092472"
"5061","27","Country","3968","City","2022-09-16 21:22:04.502146"
"5062","57","Country","5717","City","2002-06-23 22:39:55.114264"
"5063","190","Country","6427","City","1978-04-19 00:40:01.216594"
"5064","191","Country","7778","City","1991-06-24 11:49:46.790335"
"5065","188","Country","8369","City","1986-04-17 12:28:24.609298"
"5066","70","Country","2648","City","1982-07-15 14:08:12.552861"
"5067","146","Country","198","City","1983-11-17 06:36:32.585921"
"5068","108","Country","7507","City","1995-04-11 19:32:16.596127"
"5069","162","Country","4439","City","2016-07-24 08:44:59.954021"
"5070","158","Country","691","City","1991-10-16 06:21:37.696431"
"5071","70","Country","6376","City","1998-07-21 08:41:19.407645"
"5072","110","Country","9077","City","2017-11-16 06:31:53.410816"
"5073","60","Country","5678","City","2018-09-24 04:49:35.798665"
"5074","28","Country","1459","City","1978-06-04 05:53:30.195494"
"5075","52","Country","8785","City","1996-12-14 05:26:47.741958"
"5076","140","Country","6405","City","2000-09-08 05:57:55.749784"
"5077","72","Country","9349","City","2001-03-17 23:49:33.820068"
"5078","94","Country","5499","City","1970-11-01 21:07:38.066850"
"5079","60","Country","7247","City","1972-11-07 09:54:50.354601"
"5080","64","Country","251","City","2000-01-16 06:15:07.746948"
"5081","101","Country","7077","City","2011-01-12 15:02:29.614856"
"5082","11","Country","6773","City","1989-12-02 21:10:41.601030"
"5083","93","Country","6392","City","1970-03-26 03:48:50.411439"
"5084","141","Country","7528","City","1973-04-24 03:15:21.941743"
"5085","25","Country","7814","City","1998-09-24 06:12:51.621900"
"5086","16","Country","6576","City","1990-07-23 13:29:54.726766"
"5087","158","Country","6985","City","2007-09-09 12:19:02.424366"
"5088","79","Country","6461","City","1988-01-03 04:25:41.145796"
"5089","6","Country","1142","City","1983-10-09 01:00:34.156497"
"5090","51","Country","6947","City","2024-06-05 10:21:18.723892"
"5091","47","Country","5143","City","1989-10-29 14:57:43.218340"
"5092","185","Country","7086","City","1986-09-24 04:25:25.562095"
"5093","128","Country","9874","City","2004-01-30 18:33:28.239693"
"5094","86","Country","9137","City","1986-04-01 10:20:36.883516"
"5095","73","Country","9376","City","2009-06-14 22:00:57.634332"
"5096","20","Country","4763","City","1986-04-11 06:12:19.911611"
"5097","182","Country","6038","City","1983-06-01 01:11:14.652854"
"5098","128","Country","1904","City","2021-10-11 12:25:28.305492"
"5099","147","Country","2149","City","1976-05-12 06:37:12.469666"
"5100","161","Country","6246","City","1984-08-13 13:03:04.766696"
"5101","122","Country","2880","City","1988-03-13 17:18:38.487888"
"5102","76","Country","6510","City","2020-06-22 21:47:35.389437"
"5103","163","Country","3774","City","2011-02-11 22:32:52.636538"
"5104","126","Country","1026","City","1981-07-07 23:15:04.500679"
"5105","72","Country","1498","City","1971-07-03 14:06:12.192839"
"5106","104","Country","2804","City","1975-04-02 04:40:28.938543"
"5107","105","Country","5248","City","2003-01-14 18:48:43.869226"
"5108","28","Country","904","City","1989-08-29 23:07:14.601506"
"5109","45","Country","7412","City","2008-04-09 15:52:29.422763"
"5110","85","Country","5284","City","2006-11-26 16:21:16.530278"
"5111","67","Country","9352","City","1978-08-27 23:53:32.804769"
"5112","46","Country","8801","City","1976-10-25 02:24:25.183729"
"5113","144","Country","6650","City","2017-12-20 17:49:49.752069"
"5114","70","Country","399","City","1981-03-19 06:04:26.180148"
"5115","120","Country","3951","City","1989-06-21 13:21:36.750911"
"5116","160","Country","786","City","2008-12-15 11:48:17.119863"
"5117","191","Country","1236","City","2007-09-13 09:48:55.040005"
"5118","115","Country","2167","City","2006-08-11 15:55:03.902352"
"5119","116","Country","8299","City","2017-10-18 02:33:26.371171"
"5120","199","Country","4109","City","1992-10-14 22:59:57.087487"
"5121","16","Country","9319","City","1980-11-16 04:59:54.568608"
"5122","45","Country","9710","City","1970-07-10 23:11:18.867081"
"5123","179","Country","7717","City","2008-11-17 10:42:37.357594"
"5124","182","Country","5372","City","1995-09-27 19:32:00.383121"
"5125","132","Country","1863","City","2001-05-28 08:14:55.922233"
"5126","97","Country","7169","City","1983-11-20 23:15:50.811020"
"5127","31","Country","5319","City","1996-02-27 18:05:49.472913"
"5128","109","Country","3506","City","2019-01-22 00:33:04.201649"
"5129","66","Country","5997","City","2003-03-08 01:19:59.803158"
"5130","49","Country","7403","City","2000-05-03 10:52:28.488752"
"5131","194","Country","8160","City","1981-09-28 13:26:58.947986"
"5132","161","Country","3237","City","2024-03-21 13:35:21.471749"
"5133","22","Country","5651","City","1978-02-26 13:07:13.888590"
"5134","46","Country","4252","City","1996-07-15 11:24:32.608105"
"5135","94","Country","185","City","2003-02-05 12:24:27.602764"
"5136","26","Country","2009","City","2024-06-10 19:59:11.383537"
"5137","89","Country","4497","City","1985-10-23 11:54:14.827278"
"5138","45","Country","4618","City","2016-04-02 09:58:30.047607"
"5139","48","Country","2831","City","2009-04-21 18:21:03.808150"
"5140","33","Country","5254","City","2015-11-24 04:41:56.077263"
"5141","160","Country","2555","City","1978-08-31 06:00:23.332453"
"5142","176","Country","2151","City","2008-08-31 10:52:11.936212"
"5143","15","Country","8923","City","2001-06-16 22:53:41.083084"
"5144","82","Country","2906","City","2012-10-03 22:09:47.842058"
"5145","89","Country","7818","City","2022-11-01 22:01:02.171294"
"5146","150","Country","2553","City","1988-04-03 01:01:59.733804"
"5147","5","Country","1585","City","2000-12-20 04:55:10.682771"
"5148","128","Country","3091","City","1997-09-23 14:15:00.156184"
"5149","3","Country","3354","City","2010-06-19 01:17:27.820034"
"5150","50","Country","8496","City","1985-05-05 20:07:46.212784"
"5151","183","Country","407","City","2020-07-29 20:10:33.396701"
"5152","98","Country","6385","City","1994-09-28 14:01:39.774013"
"5153","77","Country","4439","City","1987-07-28 11:52:30.590864"
"5154","65","Country","2803","City","1994-07-30 23:01:50.183110"
"5155","27","Country","3676","City","2008-09-02 19:47:36.459699"
"5156","175","Country","3651","City","2009-02-24 05:54:53.035782"
"5157","155","Country","4808","City","1984-08-09 05:36:58.074428"
"5158","76","Country","879","City","1988-08-01 23:30:38.363994"
"5159","156","Country","4250","City","1973-10-08 16:39:31.594491"
"5160","157","Country","906","City","1999-12-13 17:37:39.976974"
"5161","137","Country","895","City","2014-02-11 00:39:54.295391"
"5162","174","Country","6845","City","1990-08-25 22:51:40.356773"
"5163","124","Country","7628","City","2020-06-14 22:03:34.777193"
"5164","38","Country","3974","City","1975-03-25 22:15:27.115542"
"5165","134","Country","3162","City","1988-04-27 10:35:27.068473"
"5166","52","Country","828","City","1991-12-01 05:18:56.602239"
"5167","179","Country","8222","City","1999-07-14 06:23:37.529858"
"5168","187","Country","8154","City","1979-07-01 08:10:27.438725"
"5169","131","Country","6918","City","2018-08-03 15:36:10.141074"
"5170","32","Country","3547","City","2011-09-07 23:24:14.932985"
"5171","107","Country","875","City","2024-07-20 02:10:42.011107"
"5172","2","Country","8608","City","2006-12-22 05:10:11.318125"
"5173","57","Country","6428","City","1996-12-17 14:34:44.979071"
"5174","173","Country","1364","City","1986-04-18 08:17:06.564151"
"5175","87","Country","3184","City","2007-05-02 08:51:55.624761"
"5176","45","Country","5182","City","2015-08-22 18:25:29.728964"
"5177","75","Country","4059","City","2024-01-18 02:25:19.672905"
"5178","10","Country","8892","City","1993-10-10 04:45:29.480611"
"5179","117","Country","6662","City","2010-02-02 00:45:33.291689"
"5180","146","Country","497","City","1985-11-25 05:08:26.271431"
"5181","182","Country","5149","City","2008-04-27 06:17:06.267986"
"5182","57","Country","4657","City","1998-04-18 13:25:40.965130"
"5183","43","Country","1619","City","2012-08-07 07:21:22.290548"
"5184","157","Country","8123","City","2018-09-27 16:49:18.355178"
"5185","15","Country","8389","City","2017-08-30 20:31:57.048438"
"5186","160","Country","360","City","2002-06-13 00:14:02.839773"
"5187","73","Country","9897","City","2009-05-11 03:13:09.187945"
"5188","10","Country","2666","City","1980-04-10 12:48:05.742543"
"5189","122","Country","7789","City","1976-07-01 17:30:34.081628"
"5190","38","Country","4229","City","2004-11-04 16:40:09.111095"
"5191","154","Country","3136","City","2024-08-26 18:43:35.018344"
"5192","91","Country","4885","City","2000-12-10 15:14:01.405341"
"5193","16","Country","8747","City","2009-06-17 05:26:38.536335"
"5194","173","Country","6570","City","1997-03-30 12:45:10.505847"
"5195","40","Country","3062","City","2014-01-04 16:27:18.148529"
"5196","165","Country","8564","City","1997-10-01 21:59:55.041483"
"5197","61","Country","6357","City","2016-05-12 09:31:06.302398"
"5198","153","Country","213","City","2016-02-10 13:10:48.689780"
"5199","110","Country","8685","City","2025-01-14 02:40:13.879946"
"5200","127","Country","443","City","2008-01-09 12:02:06.199501"
"5201","190","Country","8639","City","1992-09-16 02:09:49.757872"
"5202","40","Country","1576","City","1979-05-22 10:42:40.868115"
"5203","189","Country","1370","City","1990-08-29 18:22:08.538169"
"5204","49","Country","4509","City","1990-09-28 01:28:43.986072"
"5205","91","Country","4039","City","1975-12-23 01:52:37.507576"
"5206","37","Country","2192","City","1989-05-08 22:05:59.722481"
"5207","144","Country","6117","City","1997-10-31 16:45:20.229555"
"5208","108","Country","897","City","1977-07-20 11:06:59.505667"
"5209","103","Country","4937","City","1978-06-25 00:15:22.360299"
"5210","135","Country","3540","City","2013-10-07 11:27:16.557718"
"5211","30","Country","3422","City","2002-05-18 03:58:53.428025"
"5212","103","Country","3536","City","2008-03-03 13:07:19.977041"
"5213","166","Country","632","City","1987-10-10 01:35:24.736151"
"5214","94","Country","4473","City","1995-12-05 05:48:12.686845"
"5215","107","Country","5756","City","1992-01-10 09:24:59.509911"
"5216","187","Country","8879","City","1990-04-04 02:15:38.471587"
"5217","39","Country","2335","City","1991-06-14 13:34:51.154262"
"5218","90","Country","4428","City","1978-03-17 17:36:03.861942"
"5219","104","Country","5404","City","2017-09-04 22:43:43.581216"
"5220","36","Country","4589","City","1997-01-31 19:16:51.281635"
"5221","157","Country","1632","City","2008-12-04 05:15:03.739245"
"5222","67","Country","8386","City","1989-05-10 17:18:36.968980"
